Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,CIK,SIC
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,65.43,3991230000,,,,,https://www.nasdaq.com/symbol/aaxj,NASDAQ,,
EWZS,iShares MSCI Brazil Small-Cap ETF,14.65,79110000,,,,,https://www.nasdaq.com/symbol/ewzs,NASDAQ,,
MCHI,iShares MSCI China ETF,54.88,4028192000,,,,,https://www.nasdaq.com/symbol/mchi,NASDAQ,,
SCZ,iShares MSCI EAFE Small-Cap ETF,56.98,9641016000,,,,,https://www.nasdaq.com/symbol/scz,NASDAQ,,
EEMA,iShares MSCI Emerging Markets Asia ETF,62.04,487014000,,,,,https://www.nasdaq.com/symbol/eema,NASDAQ,,
EMXC,iShares MSCI Emerging Markets ex China ETF,46.701,14010300,,,,,https://www.nasdaq.com/symbol/emxc,NASDAQ,,
EUFN,iShares MSCI Europe Financials Sector Index Fund,18.45,651285000,,,,,https://www.nasdaq.com/symbol/eufn,NASDAQ,,
IEUS,iShares MSCI Europe Small-Cap ETF,50.58,275661000,,,,,https://www.nasdaq.com/symbol/ieus,NASDAQ,,
RING,iShares MSCI Global Gold Miners ETF,16.11,190098000,,,,,https://www.nasdaq.com/symbol/ring,NASDAQ,,
SDG,iShares MSCI Global Impact ETF,56.47,47999500,,,,,https://www.nasdaq.com/symbol/sdg,NASDAQ,,
EWJE,iShares MSCI Japan Equal Weighted ETF,32.5,6500000,,,,,https://www.nasdaq.com/symbol/ewje,NASDAQ,,
EWJV,iShares MSCI Japan Value ETF,23.785,7135500,,,,,https://www.nasdaq.com/symbol/ewjv,NASDAQ,,
ENZL,iShares MSCI New Zealand ETF,52.1,161510000,,,,,https://www.nasdaq.com/symbol/enzl,NASDAQ,,
QAT,iShares MSCI Qatar ETF,17.18,50681000,,,,,https://www.nasdaq.com/symbol/qat,NASDAQ,,
TUR,iShares MSCI Turkey ETF,20.78,336636000,,,,,https://www.nasdaq.com/symbol/tur,NASDAQ,,
UAE,iShares MSCI UAE ETF,13.65,45727500,,,,,https://www.nasdaq.com/symbol/uae,NASDAQ,,
IBB,iShares Nasdaq Biotechnology Index Fund,104.2,7408620000,,,,,https://www.nasdaq.com/symbol/ibb,NASDAQ,1100663,
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,178.58,1383995000,,,,,https://www.nasdaq.com/symbol/soxx,NASDAQ,,
PFF,iShares Preferred and Income Securities ETF,36.61,14841694000,,,,,https://www.nasdaq.com/symbol/pff,NASDAQ,,
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,27.82,9737000,,,,,https://www.nasdaq.com/symbol/amca,NASDAQ,,
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,26.8705,24183450,,,,,https://www.nasdaq.com/symbol/emif,NASDAQ,1168562,
ICLN,iShares S&P Global Clean Energy Index Fund,9.9,224730000,,,,,https://www.nasdaq.com/symbol/icln,NASDAQ,1112987,4813
WOOD,iShares S&P Global Timber & Forestry Index Fund,56.65,217536000,,,,,https://www.nasdaq.com/symbol/wood,NASDAQ,1168562,
INDY,iShares S&P India Nifty 50 Index Fund,38.59,933878000,,,,,https://www.nasdaq.com/symbol/indy,NASDAQ,1168562,
IJT,iShares S&P Small-Cap 600 Growth ETF,175.42,5402936000,,,,,https://www.nasdaq.com/symbol/ijt,NASDAQ,1168562,
DVY,iShares Select Dividend ETF,97.08,17003562000,,,,,https://www.nasdaq.com/symbol/dvy,NASDAQ,,
SHV,iShares Short Treasury Bond ETF,110.55,20330145000,,,,,https://www.nasdaq.com/symbol/shv,NASDAQ,,
IGSB,iShares Short-Term Corporate Bond ETF,52.83,11297695500,,,,,https://www.nasdaq.com/symbol/igsb,NASDAQ,,
ISRL,"Isramco, Inc.",119,323400112,,1983,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl,NASDAQ,719209,1311
ITMR,Itamar Medical Ltd.,9.45,16252251.75,1719815,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/itmr,NASDAQ,1613170,3841
ITI,"Iteris, Inc.",5.21,173767780.6,,,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/iti,NASDAQ,350868,3669
ITRM,Iterum Therapeutics plc,6.26,89951304.68,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm,NASDAQ,1659323,2834
ITRI,"Itron, Inc.",57.35,2285671576,,1993,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri,NASDAQ,780571,3825
ITRN,Ituran Location and Control Ltd.,32.98,774219714.4,,2005,Technology,Electronic Components,https://www.nasdaq.com/symbol/itrn,NASDAQ,1337117,5065
ISEE,"IVERIC bio, Inc.",1.33,55164968.6,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/isee,NASDAQ,1410939,2834
IVENC,Ivy NextShares,100.02,44996097.42,,,,,https://www.nasdaq.com/symbol/ivenc,NASDAQ,1648566,
IVFGC,Ivy NextShares,100.02,43012800.84,,,,,https://www.nasdaq.com/symbol/ivfgc,NASDAQ,1648566,
IVFVC,Ivy NextShares,100.02,45012500.7,,,,,https://www.nasdaq.com/symbol/ivfvc,NASDAQ,1648566,
IZEA,"IZEA Worldwide, Inc.",0.6148,16687968.28,,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea,NASDAQ,1495231,7310
JJSF,J & J Snack Foods Corp.,162.58,3059341184,,1986,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jjsf,NASDAQ,785956,2052
MAYS,"J. W. Mays, Inc.",36.8,74180704,,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays,NASDAQ,54187,6512
JBHT,"J.B. Hunt Transport Services, Inc.",89.26,9706033589,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht,NASDAQ,728535,4213
JCOM,"j2 Global, Inc.",83.79,4100535046,,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom,NASDAQ,1084048,4822
JKHY,"Jack Henry & Associates, Inc.",132.49,10228711721,,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy,NASDAQ,779152,7373
JACK,Jack In The Box Inc.,80.38,2074877957,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack,NASDAQ,807882,5812
JAGX,"Jaguar Health, Inc.",0.1711,18245291.96,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx,NASDAQ,1585608,2834
JAKK,"JAKKS Pacific, Inc.",0.85,25044135.65,,1996,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jakk,NASDAQ,1009829,3944
JRVR,"James River Group Holdings, Ltd.",44.92,1354932471,,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr,NASDAQ,1620459,6331
JSML,Janus Henderson Small Cap Growth Alpha ETF,41.582,29190564,,,,,https://www.nasdaq.com/symbol/jsml,NASDAQ,,
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,42.5563,72430822.6,,,,,https://www.nasdaq.com/symbol/jsmd,NASDAQ,,
JASN,"Jason Industries, Inc.",1.02,28652368.14,,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasn,NASDAQ,1579252,3990
JASNW,"Jason Industries, Inc.",0.003,0,,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasnw,NASDAQ,1579252,3990
JAZZ,Jazz Pharmaceuticals plc,136.76,7748917469,,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz,NASDAQ,1232524,2834
JD,"JD.com, Inc.",26.32,24335060355,924584360,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd,NASDAQ,1549802,5990
JSYN,Jensyn Acquistion Corp.,10.7,19468457.4,,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsyn,NASDAQ,1634447,4932
JSYNR,Jensyn Acquistion Corp.,0.26,0,,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynr,NASDAQ,1634447,4932
JSYNU,Jensyn Acquistion Corp.,11.42,0,,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynu,NASDAQ,,
JSYNW,Jensyn Acquistion Corp.,0.1499,0,,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynw,NASDAQ,,
JRSH,"Jerash Holdings (US), Inc.",7.04,79728000,,2018,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh,NASDAQ,1696558,2300
JBLU,JetBlue Airways Corporation,17.47,5257540683,,2002,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu,NASDAQ,1158463,4512
JCTCF,Jewett-Cameron Trading Company,7.82,69894972.32,,,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf,NASDAQ,885307,5211
JFIN,Jiayin Group Inc.,11,38500000,3500000,2019,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jfin,NASDAQ,1743102,6199
JMU,JMU Limited,1.2699,3270663.007,2575528,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu,NASDAQ,1527762,7374
JBSS,"John B. Sanfilippo & Son, Inc.",77.68,682924186.1,,1991,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss,NASDAQ,880117,2060
JOUT,Johnson Outdoors Inc.,78.7,695586723.3,,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jout,NASDAQ,788329,3949
JNCE,"Jounce Therapeutics, Inc.",5.18,170796747.1,,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce,NASDAQ,1640455,2836
KALU,Kaiser Aluminum Corporation,91.93,1483248906,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/kalu,NASDAQ,811596,3350
KXIN,Kaixin Auto Holdings,2.71,166266247.9,,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kxin,NASDAQ,1713539,5500
KXINW,Kaixin Auto Holdings,0.08,0,,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kxinw,NASDAQ,1713539,5500
KALA,"Kala Pharmaceuticals, Inc.",5.94,201264170.6,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kala,NASDAQ,1479419,2834
KLDO,"Kaleido Biosciences, Inc.",17.59,524317495.8,,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kldo,NASDAQ,1751299,2836
KALV,"KalVista Pharmaceuticals, Inc.",23.89,412039143.7,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv,NASDAQ,1348911,2834
KMDA,Kamada Ltd.,5.68,228876043,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmda,NASDAQ,1567529,2834
KNDI,"Kandi Technologies Group, Inc.",4.98,261852588.2,,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/kndi,NASDAQ,1316517,3711
KPTI,Karyopharm Therapeutics Inc.,6.19,376750914.6,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kpti,NASDAQ,1503802,2834
KZIA,Kazia Therapeutics Limited,3.0363,5102644.856,1680547,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzia,NASDAQ,1055886,8880
KBLM,KBL Merger Corp. IV,10.42,101584340.3,,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm,NASDAQ,1690080,6770
KBLMR,KBL Merger Corp. IV,0.2473,0,,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr,NASDAQ,1690080,6770
KBLMU,KBL Merger Corp. IV,10.95,0,,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu,NASDAQ,1690080,6770
KBLMW,KBL Merger Corp. IV,0.1592,0,,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw,NASDAQ,1690080,6770
KBSF,KBS Fashion Group Limited,3.66,9484154.34,,2013,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf,NASDAQ,1546383,5130
KRNY,Kearny Financial,13.79,1248573863,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny,NASDAQ,1295664,6035
KELYA,"Kelly Services, Inc.",24.34,950935322.2,,,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya,NASDAQ,55135,7363
KELYB,"Kelly Services, Inc.",23.4,914210622,,,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb,NASDAQ,55135,7363
KMPH,"KemPharm, Inc.",1.69,48197547.71,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmph,NASDAQ,1434647,2834
KFFB,Kentucky First Federal Bancorp,8.08,67664465.2,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb,NASDAQ,1297341,6035
KEQU,Kewaunee Scientific Corporation,21.75,59738506.5,,,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kequ,NASDAQ,55529,3821
KTCC,Key Tronic Corporation,5.23,56273126.4,,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc,NASDAQ,719733,3577
KZR,"Kezar Life Sciences, Inc.",16.89,322927020.7,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzr,NASDAQ,1645666,2834
KFRC,"Kforce, Inc.",36.64,931407120,,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc,NASDAQ,930420,7363
KE,"Kimball Electronics, Inc.",16.01,406955100.1,,,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke,NASDAQ,1606757,3672
KBAL,"Kimball International, Inc.",16.23,596000689.3,,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal,NASDAQ,55772,2510
KIN,"Kindred Biosciences, Inc.",8.5,331543197,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kin,NASDAQ,1561743,2834
KGJI,Kingold Jewelry Inc.,0.7901,52236277.93,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/kgji,NASDAQ,1089531,7389
KINS,"Kingstone Companies, Inc",9.59,103278277.5,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins,NASDAQ,33992,6331
KNSA,"Kiniksa Pharmaceuticals, Ltd.",15.67,297917005.8,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/knsa,NASDAQ,1730430,2834
KNSL,"Kinsale Capital Group, Inc.",85.4,1817863342,,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/knsl,NASDAQ,1669162,6331
KIRK,"Kirkland&#39;s, Inc.",4.58,65375597.84,,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/kirk,NASDAQ,1056285,5990
KTOV,Kitov Pharma Ltd.,0.9759,13402666.11,13733647,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktov,NASDAQ,1614744,2834
KTOVW,Kitov Pharma Ltd.,0.15,0,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktovw,NASDAQ,1614744,2834
KLAC,KLA-Tencor Corporation,103.81,16777799398,,1980,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac,NASDAQ,319201,3827
KLXE,"KLX Energy Services Holdings, Inc.",22.67,524788827.5,,,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/klxe,NASDAQ,1738827,1389
KOD,Kodiak Sciences Inc,9.53,351769997.2,,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kod,NASDAQ,1468748,2836
KOPN,Kopin Corporation,1.26,106008303.2,,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn,NASDAQ,771266,3674
KRNT,Kornit Digital Ltd.,26.5,932220021,,2015,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt,NASDAQ,1625791,3555
KOSS,Koss Corporation,2.1,15550145.1,,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/koss,NASDAQ,56701,3651
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,40.51,137734000,,,,,https://www.nasdaq.com/symbol/kweb,NASDAQ,,
KTOS,"Kratos Defense & Security Solutions, Inc.",21.86,2315264563,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ktos,NASDAQ,1069258,3760
KRYS,"Krystal Biotech, Inc.",32.44,468549378.4,,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys,NASDAQ,1711279,2836
KLIC,"Kulicke and Soffa Industries, Inc.",19.06,1239272223,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic,NASDAQ,56978,3674
KURA,"Kura Oncology, Inc.",17.13,654101290.1,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura,NASDAQ,1631246,
KVHI,"KVH Industries, Inc.",9.67,172897801.4,,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi,NASDAQ,1007587,3663
FSTR,L.B. Foster Company,24.59,260193699.8,,,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr,NASDAQ,352825,5051
LJPC,La Jolla Pharmaceutical Company,5.5,149043279,,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ljpc,NASDAQ,920465,2836
LSBK,"Lake Shore Bancorp, Inc.",15.03,89880151.5,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk,NASDAQ,1341318,6035
LBAI,"Lakeland Bancorp, Inc.",16.08,811095766.3,,,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai,NASDAQ,846901,6022
LKFN,Lakeland Financial Corporation,46.12,1181348350,,,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn,NASDAQ,721994,6022
LAKE,"Lakeland Industries, Inc.",12.13,98392349.44,,1986,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake,NASDAQ,798081,3842
LRCX,Lam Research Corporation,181.9,27271635625,,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx,NASDAQ,707549,3559
LAMR,Lamar Advertising Company,81.31,6957525055,,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr,NASDAQ,1090425,6798
LANC,Lancaster Colony Corporation,146,4015730000,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc,NASDAQ,57515,2030
LCAHU,"Landcadia Holdings II, Inc.",10.03,250750000,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/lcahu,NASDAQ,1768012,6770
LNDC,Landec Corporation,9.42,274900384,,1996,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc,NASDAQ,1005286,2033
LARK,Landmark Bancorp Inc.,23.83,104187524.3,,,Finance,Major Banks,https://www.nasdaq.com/symbol/lark,NASDAQ,1141688,6021
LMRK,Landmark Infrastructure Partners LP,16.01,405668296.3,,2014,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk,NASDAQ,1615346,6519
LMRKN,Landmark Infrastructure Partners LP,25.1,50200000,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn,NASDAQ,1615346,6519
LMRKO,Landmark Infrastructure Partners LP,25.2852,62277826.88,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko,NASDAQ,1615346,6519
LMRKP,Landmark Infrastructure Partners LP,25.7413,41009726.35,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp,NASDAQ,1615346,6519
LE,"Lands&#39; End, Inc.",14.3,461167735.6,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le,NASDAQ,799288,5651
LSTR,"Landstar System, Inc.",103.3,4148771788,,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr,NASDAQ,853816,4213
LNTH,"Lantheus Holdings, Inc.",24.73,960021097.7,,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth,NASDAQ,1521036,2835
LTRX,"Lantronix, Inc.",3.62,81309974.78,,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx,NASDAQ,1114925,3576
LSCC,Lattice Semiconductor Corporation,11.97,1580253856,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc,NASDAQ,855658,3674
LAUR,"Laureate Education, Inc.",16.49,3704317162,,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur,NASDAQ,912766,8200
LAWS,"Lawson Products, Inc.",38.33,343780620.1,,,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws,NASDAQ,703604,5080
LAZY,"Lazydays Holdings, Inc.",5.2,44052361.6,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy,NASDAQ,1721741,5500
LCNB,LCNB Corporation,17.24,229442832.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb,NASDAQ,1074902,6021
LPTX,"LEAP THERAPEUTICS, INC.",1.525,34997322.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx,NASDAQ,1509745,2834
LEGH,Legacy Housing Corporation,12.92,319420333.1,,2018,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/legh,NASDAQ,1436208,2451
LGCY,Legacy Reserves Inc.,0.1481,17003777.46,,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy,NASDAQ,1735828,1311
LTXB,"LegacyTexas Financial Group, Inc.",38.16,1858547311,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb,NASDAQ,1356628,6035
INFR,Legg Mason Global Infrastructure ETF,29.3,35162900.7,,,,,https://www.nasdaq.com/symbol/infr,NASDAQ,,
LVHD,Legg Mason Low Volatility High Dividend ETF,31.63,656322500,,,,,https://www.nasdaq.com/symbol/lvhd,NASDAQ,,
SQLV,Legg Mason Small-Cap Quality Value ETF,25.467,3820024.533,,,,,https://www.nasdaq.com/symbol/sqlv,NASDAQ,,
LACQ,Leisure Acquisition Corp.,10.1,252500000,,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq,NASDAQ,1716947,6770
LACQU,Leisure Acquisition Corp.,10.364,0,,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu,NASDAQ,1716947,6770
LACQW,Leisure Acquisition Corp.,0.58,0,,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw,NASDAQ,1716947,6770
LMAT,"LeMaitre Vascular, Inc.",26.62,523648195.8,,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat,NASDAQ,1158895,3841
TREE,"LendingTree, Inc.",375.47,4835734075,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree,NASDAQ,1434621,6163
LEVL,"Level One Bancorp, Inc.",24.89,192928139.6,,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/levl,NASDAQ,1412707,6022
LXRX,"Lexicon Pharmaceuticals, Inc.",5.92,629129807.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx,NASDAQ,1062822,2834
LX,LexinFintech Holdings Ltd.,12.33,1083798307,87899295,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx,NASDAQ,1708259,6199
LFAC,LF Capital Acquistion Corp.,10.1,196003125,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfac,NASDAQ,1721386,6770
LFACU,LF Capital Acquistion Corp.,10.35,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu,NASDAQ,1721386,6770
LFACW,LF Capital Acquistion Corp.,0.34,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw,NASDAQ,,
LGIH,"LGI Homes, Inc.",71.12,1630477918,,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih,NASDAQ,1580670,1531
LHCG,LHC Group,114.49,3605645591,,2005,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg,NASDAQ,1303313,8082
LLIT,Lianluo Smart Limited,1.47,26175681.42,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit,NASDAQ,1474627,3841
LBRDA,Liberty Broadband Corporation,99.4,18034269133,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda,NASDAQ,1611983,4841
LBRDK,Liberty Broadband Corporation,99.48,15184309759,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk,NASDAQ,1611983,4841
