Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,CIK
FAT,FAT Brands Inc.,4.6,54313805.4,,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat,NASDAQ,0001705012
FATE,"Fate Therapeutics, Inc.",18.97,1236575270.98,,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate,NASDAQ,0001434316
FBSS,"Fauquier Bankshares, Inc.",21.25,80429847.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss,NASDAQ,0001083643
FNHC,FedNat Holding Company,14.51,186256178.51,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc,NASDAQ,0001069996
FENC,Fennec Pharmaceuticals Inc.,3.91,77792695.3,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc,NASDAQ,0001211583
GSM,Ferroglobe PLC,1.62,273978744.84,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm,NASDAQ,0001639877
FFBW,"FFBW, Inc.",10.64,70705055.68,,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw,NASDAQ,0001709017
FCSC,Fibrocell Science Inc.,1.875,18296872.5,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc,NASDAQ,0000357097
FGEN,"FibroGen, Inc",35.57,3066915757.46,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen,NASDAQ,0000921299
FDBC,"Fidelity D & D Bancorp, Inc.",60.8,229883280,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc,NASDAQ,0001098151
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,300.03,2010201000,,,,,https://www.nasdaq.com/symbol/oneq,NASDAQ,
LION,Fidelity Southern Corporation,28.87,798469455.57,,,Finance,Major Banks,https://www.nasdaq.com/symbol/lion,NASDAQ,0000822662
FDUS,Fidus Investment Corporation,16.31,398993470.89,,2011,,,https://www.nasdaq.com/symbol/fdus,NASDAQ,0001513363
FDUSL,Fidus Investment Corporation,25.6775,0,,,,,https://www.nasdaq.com/symbol/fdusl,NASDAQ,
FDUSZ,Fidus Investment Corporation,25.65,0,,,,,https://www.nasdaq.com/symbol/fdusz,NASDAQ,
FRGI,"Fiesta Restaurant Group, Inc.",13.75,377468052.5,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi,NASDAQ,0001534992
FITB,Fifth Third Bancorp,27.23,19937062974.99,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb,NASDAQ,0000035527
FITBI,Fifth Third Bancorp,27.77,499860000,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi,NASDAQ,0000035527
FISI,"Financial Institutions, Inc.",27.83,444839952.04,,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi,NASDAQ,0000862831
FNSR,Finisar Corporation,21.5,2534922068,,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr,NASDAQ,0001094739
FNJN,"Finjan Holdings, Inc.",2.51,69302415.24,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn,NASDAQ,0001366340
FTAC,FinTech Acquisition Corp. III,9.82,434903250,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/ftac,NASDAQ,0001429688
FTACU,FinTech Acquisition Corp. III,10.55,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ftacu,NASDAQ,0001729756
FTACW,FinTech Acquisition Corp. III,1.37,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/ftacw,NASDAQ,0001729756
FEYE,"FireEye, Inc.",14.36,2918014293.68,,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye,NASDAQ,0001370880
FBNC,First Bancorp,36.34,1080986174.7,,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc,NASDAQ,0000811589
FNLC,"First Bancorp, Inc (ME)",25.83,281225468.16,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc,NASDAQ,0000765207
FRBA,First Bank,11.28,211207261.44,,2013,,,https://www.nasdaq.com/symbol/frba,NASDAQ,0001692632
BUSE,First Busey Corporation,25.49,1417871742.23,,,Finance,Major Banks,https://www.nasdaq.com/symbol/buse,NASDAQ,0000314489
FBIZ,"First Business Financial Services, Inc.",23.4,204776488.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz,NASDAQ,0001521951
FCAP,"First Capital, Inc.",49.68,167148061.92,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap,NASDAQ,0001070296
FCBP,First Choice Bancorp,21.69,253634769.63,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp,NASDAQ,0001474904
FCNCA,"First Citizens BancShares, Inc.",437.34,4976187908.7,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca,NASDAQ,0000798941
FCBC,"First Community Bankshares, Inc.",33.59,529271919.7,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc,NASDAQ,0000859070
FCCO,First Community Corporation,18.2,139502399.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco,NASDAQ,0000932781
FDEF,First Defiance Financial Corp.,28.25,557089124.25,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef,NASDAQ,0000946647
FFBC,First Financial Bancorp.,23.5,2317422279,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc,NASDAQ,0000708955
FFIN,"First Financial Bankshares, Inc.",59.91,4064957423.97,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin,NASDAQ,0000036029
THFF,First Financial Corporation Indiana,38.64,474893791.68,,,Finance,Major Banks,https://www.nasdaq.com/symbol/thff,NASDAQ,0000714562
FFNW,"First Financial Northwest, Inc.",15.5,161899437.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw,NASDAQ,0001401564
FFWM,First Foundation Inc.,13.78,614875051.18,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm,NASDAQ,0001413837
FGBI,"First Guaranty Bancshares, Inc.",21.05,185391033.75,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fgbi,NASDAQ,0001408534
FHB,"First Hawaiian, Inc.",25.96,3504911909.4,,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fhb,NASDAQ,0000036377
INBK,First Internet Bancorp,21.84,220168100.88,,,Finance,Major Banks,https://www.nasdaq.com/symbol/inbk,NASDAQ,0001562463
INBKL,First Internet Bancorp,25.7,0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/inbkl,NASDAQ,0001562463
FIBK,"First Interstate BancSystem, Inc.",38.33,2491887421.96,,2010,Finance,Major Banks,https://www.nasdaq.com/symbol/fibk,NASDAQ,0000860413
FRME,First Merchants Corporation,34.59,1718083155.42,,,Finance,Major Banks,https://www.nasdaq.com/symbol/frme,NASDAQ,0000712534
FMBH,"First Mid Bancshares, Inc.",34.2,570357777.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbh,NASDAQ,0000700565
FMBI,"First Midwest Bancorp, Inc.",20.44,2281765070.48,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbi,NASDAQ,0000702325
FXNC,First National Corporation,20.85,103488703.95,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fxnc,NASDAQ,
FNWB,First Northwest Bancorp,16.15,177459123.15,,2015,Finance,Banks,https://www.nasdaq.com/symbol/fnwb,NASDAQ,0001556727
FSFG,"First Savings Financial Group, Inc.",60.46,141768784.56,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsfg,NASDAQ,0001435508
FSLR,"First Solar, Inc.",57.31,6037791032.35,,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr,NASDAQ,0001274494
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.785,41516803.57,,,,,https://www.nasdaq.com/symbol/faar,NASDAQ,
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.5114,34213737.0228,,,,,https://www.nasdaq.com/symbol/fpa,NASDAQ,
BICK,First Trust BICK Index Fund,25.4,138430050.8,,,,,https://www.nasdaq.com/symbol/bick,NASDAQ,
FBZ,First Trust Brazil AlphaDEX Fund,14.13,125757028.26,,,,,https://www.nasdaq.com/symbol/fbz,NASDAQ,
FTHI,First Trust BuyWrite Income ETF,21.805,65942702.805,,,,,https://www.nasdaq.com/symbol/fthi,NASDAQ,
FCAL,First Trust California Municipal High income ETF,52,28600104,,,,,https://www.nasdaq.com/symbol/fcal,NASDAQ,0001370291
FCAN,First Trust Canada AlphaDEX Fund,22.43,8972044.86,,,,,https://www.nasdaq.com/symbol/fcan,NASDAQ,
FTCS,First Trust Capital Strength ETF,54.3,2250735108.6,,,,,https://www.nasdaq.com/symbol/ftcs,NASDAQ,
FCEF,First Trust CEF Income Opportunity ETF,21.4098,35433219,,,,,https://www.nasdaq.com/symbol/fcef,NASDAQ,
FCA,First Trust China AlphaDEX Fund,24.28,9712048.56,,,,,https://www.nasdaq.com/symbol/fca,NASDAQ,
SKYY,First Trust Cloud Computing ETF,57.86,2210252115.72,,,,,https://www.nasdaq.com/symbol/skyy,NASDAQ,
RNDM,First Trust Developed International Equity Select ETF,49.682,24841099.364,,,,,https://www.nasdaq.com/symbol/rndm,NASDAQ,
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,51.99,987913980,,,,,https://www.nasdaq.com/symbol/fdt,NASDAQ,
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,34.88,8720069.76,,,,,https://www.nasdaq.com/symbol/fdts,NASDAQ,
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,26.22,508668052.44,,,,,https://www.nasdaq.com/symbol/fvc,NASDAQ,
FV,First Trust Dorsey Wright Focus 5 ETF,29.07,2391007558.14,,,,,https://www.nasdaq.com/symbol/fv,NASDAQ,
IFV,First Trust Dorsey Wright International Focus 5 ETF,18.839,526550087.678,,,,,https://www.nasdaq.com/symbol/ifv,NASDAQ,
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,24.76,30950049.52,,,,,https://www.nasdaq.com/symbol/ddiv,NASDAQ,
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,21.19,41320542.38,,,,,https://www.nasdaq.com/symbol/dvol,NASDAQ,
DVLU,First Trust Dorsey Wright Momentum & Value ETF,17.9,17900035.8,,,,,https://www.nasdaq.com/symbol/dvlu,NASDAQ,
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,29.6847,46011344.3694,,,,,https://www.nasdaq.com/symbol/dwpp,NASDAQ,
DALI,First Trust DorseyWright DALI 1 ETF,19.52,65392039.04,,,,,https://www.nasdaq.com/symbol/dali,NASDAQ,
FDNI,First Trust Dow Jones International Internet ETF,20.8801,5220066.7602,,,,,https://www.nasdaq.com/symbol/fdni,NASDAQ,
FEM,First Trust Emerging Markets AlphaDEX Fund,22.73,639849545.46,,,,,https://www.nasdaq.com/symbol/fem,NASDAQ,
RNEM,First Trust Emerging Markets Equity Select ETF,49.5462,12386649.0924,,,,,https://www.nasdaq.com/symbol/rnem,NASDAQ,
FEMB,First Trust Emerging Markets Local Currency Bond ETF,37.245,98699324.49,,,,,https://www.nasdaq.com/symbol/femb,NASDAQ,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,32.0878,129955654.1756,,,,,https://www.nasdaq.com/symbol/fems,NASDAQ,
FTSM,First Trust Enhanced Short Maturity ETF,60.12,4379725406.88,,,,,https://www.nasdaq.com/symbol/ftsm,NASDAQ,
FEP,First Trust Europe AlphaDEX Fund,34.22,580029068.44,,,,,https://www.nasdaq.com/symbol/fep,NASDAQ,0000356841
FEUZ,First Trust Eurozone AlphaDEX ETF,37.4889,52484534.9778,,,,,https://www.nasdaq.com/symbol/feuz,NASDAQ,
FGM,First Trust Germany AlphaDEX Fund,41.99,153263583.98,,,,,https://www.nasdaq.com/symbol/fgm,NASDAQ,
FTGC,First Trust Global Tactical Commodity Strategy Fund,18.27,162663912.18,,,,,https://www.nasdaq.com/symbol/ftgc,NASDAQ,
FTLB,First Trust Hedged BuyWrite Income ETF,21.61,8644043.22,,,,,https://www.nasdaq.com/symbol/ftlb,NASDAQ,
HYLS,First Trust High Yield Long/Short ETF,47.71,1207063095.42,,,,,https://www.nasdaq.com/symbol/hyls,NASDAQ,
FHK,First Trust Hong Kong AlphaDEX Fund,35.26,3526070.52,,,,,https://www.nasdaq.com/symbol/fhk,NASDAQ,
NFTY,First Trust India Nifty 50 Equal Weight ETF,37.99,3799075.98,,,,,https://www.nasdaq.com/symbol/nfty,NASDAQ,
FTAG,First Trust Indxx Global Agriculture ETF,22.345,4243941.16,,,,,https://www.nasdaq.com/symbol/ftag,NASDAQ,
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.851,8295723.702,,,,,https://www.nasdaq.com/symbol/ftri,NASDAQ,
LEGR,First Trust Indxx Innovative Transaction & Process ETF,28.91,40474057.82,,,,,https://www.nasdaq.com/symbol/legr,NASDAQ,
FPXI,First Trust International Equity Opportunities ETF,34.4598,20675948.9196,,,,,https://www.nasdaq.com/symbol/fpxi,NASDAQ,
FPXE,First Trust IPOX Europe Equity Opportunities ETF,19.75,1975039.5,,,,,https://www.nasdaq.com/symbol/fpxe,NASDAQ,
FJP,First Trust Japan AlphaDEX Fund,47.35,123110094.7,,,,,https://www.nasdaq.com/symbol/fjp,NASDAQ,
FEX,First Trust Large Cap Core AlphaDEX Fund,58.59,1356358617.18,,,,,https://www.nasdaq.com/symbol/fex,NASDAQ,
FTC,First Trust Large Cap Growth AlphaDEX Fund,66.59,952237133.18,,,,,https://www.nasdaq.com/symbol/ftc,NASDAQ,
RNLC,First Trust Large Cap US Equity Select ETF,21.908,17526443.816,,,,,https://www.nasdaq.com/symbol/rnlc,NASDAQ,
FTA,First Trust Large Cap Value AlphaDEX Fund,50.14,1118122100.28,,,,,https://www.nasdaq.com/symbol/fta,NASDAQ,
FLN,First Trust Latin America AlphaDEX Fund,19.0661,14299613.1322,,,,,https://www.nasdaq.com/symbol/fln,NASDAQ,
LMBS,First Trust Low Duration Opportunities ETF,51.39,2751934602.78,,,,,https://www.nasdaq.com/symbol/lmbs,NASDAQ,
LDSF,First Trust Low Duration Strategic Focus ETF,20.38,24456040.76,,,,,https://www.nasdaq.com/symbol/ldsf,NASDAQ,
FMB,First Trust Managed Municipal ETF,54.47,724451108.94,,,,,https://www.nasdaq.com/symbol/fmb,NASDAQ,
FMK,First Trust Mega Cap AlphaDEX Fund,34.67,24269069.34,,,,,https://www.nasdaq.com/symbol/fmk,NASDAQ,
FNX,First Trust Mid Cap Core AlphaDEX Fund,66.11,882568632.22,,,,,https://www.nasdaq.com/symbol/fnx,NASDAQ,
FNY,First Trust Mid Cap Growth AlphaDEX Fund,43.62,252996087.24,,,,,https://www.nasdaq.com/symbol/fny,NASDAQ,
RNMC,First Trust Mid Cap US Equity Select ETF,21.1947,14836332.3894,,,,,https://www.nasdaq.com/symbol/rnmc,NASDAQ,
FNK,First Trust Mid Cap Value AlphaDEX Fund,33.1643,51404731.3286,,,,,https://www.nasdaq.com/symbol/fnk,NASDAQ,
FAD,First Trust Multi Cap Growth AlphaDEX Fund,71.14,177850142.28,,,,,https://www.nasdaq.com/symbol/fad,NASDAQ,
FAB,First Trust Multi Cap Value AlphaDEX Fund,52.0601,83296264.1202,,,,,https://www.nasdaq.com/symbol/fab,NASDAQ,
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.47,659379036.94,,,,,https://www.nasdaq.com/symbol/mdiv,NASDAQ,
MCEF,First Trust Municipal CEF Income Opportunity ETF,18.76,9380037.52,,,,,https://www.nasdaq.com/symbol/mcef,NASDAQ,
FMHI,First Trust Municipal High Income ETF,51.9301,54526708.8602,,,,,https://www.nasdaq.com/symbol/fmhi,NASDAQ,
QABA,First Trust NASDAQ ABA Community Bank Index Fund,47.225,186538844.45,,,,,https://www.nasdaq.com/symbol/qaba,NASDAQ,
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,31.445,47167562.89,,,,,https://www.nasdaq.com/symbol/robt,NASDAQ,
FTXO,First Trust Nasdaq Bank ETF,24.91,143232549.82,,,,,https://www.nasdaq.com/symbol/ftxo,NASDAQ,
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,19.44,97200038.88,,,,,https://www.nasdaq.com/symbol/qcln,NASDAQ,
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index,44.41,26646088.82,,,,,https://www.nasdaq.com/symbol/grid,NASDAQ,
CIBR,First Trust NASDAQ Cybersecurity ETF,27.89,857617555.78,,,,,https://www.nasdaq.com/symbol/cibr,NASDAQ,
FTXG,First Trust Nasdaq Food & Beverage ETF,20.48,2048040.96,,,,,https://www.nasdaq.com/symbol/ftxg,NASDAQ,
CARZ,First Trust NASDAQ Global Auto Index Fund,31.442,18865262.884,,,,,https://www.nasdaq.com/symbol/carz,NASDAQ,
FTXN,First Trust Nasdaq Oil & Gas ETF,17.18,13744034.36,,,,,https://www.nasdaq.com/symbol/ftxn,NASDAQ,
FTXH,First Trust Nasdaq Pharmaceuticals ETF,20.6971,6209171.3942,,,,,https://www.nasdaq.com/symbol/ftxh,NASDAQ,
FTXD,First Trust Nasdaq Retail ETF,21.78,7623043.56,,,,,https://www.nasdaq.com/symbol/ftxd,NASDAQ,
FTXL,First Trust Nasdaq Semiconductor ETF,29.5825,31061684.165,,,,,https://www.nasdaq.com/symbol/ftxl,NASDAQ,
FONE,First Trust NASDAQ Smartphone Index Fund,46.61,13983093.22,,,,,https://www.nasdaq.com/symbol/fone,NASDAQ,
TDIV,First Trust NASDAQ Technology Dividend Index Fund,36.77,915756850,,,,,https://www.nasdaq.com/symbol/tdiv,NASDAQ,
FTXR,First Trust Nasdaq Transportation ETF,22.72,2272045.44,,,,,https://www.nasdaq.com/symbol/ftxr,NASDAQ,
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,62.88,697968125.76,,,,,https://www.nasdaq.com/symbol/qqew,NASDAQ,
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,52.18,91315104.36,,,,,https://www.nasdaq.com/symbol/qqxt,NASDAQ,
QTEC,First Trust NASDAQ-100- Technology Index Fund,79.42,2342890158.84,,,,,https://www.nasdaq.com/symbol/qtec,NASDAQ,
AIRR,First Trust RBA American Industrial Renaissance ETF,24.471,74636598.942,,,,,https://www.nasdaq.com/symbol/airr,NASDAQ,
RDVY,First Trust Rising Dividend Achievers ETF,29.48,716364058.96,,,,,https://www.nasdaq.com/symbol/rdvy,NASDAQ,
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,49.64,37230099.28,,,,,https://www.nasdaq.com/symbol/rfap,NASDAQ,
RFDI,First Trust RiverFront Dynamic Developed International ETF,55.68,322944111.36,,,,,https://www.nasdaq.com/symbol/rfdi,NASDAQ,
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,57.62,106597115.24,,,,,https://www.nasdaq.com/symbol/rfem,NASDAQ,
RFEU,First Trust RiverFront Dynamic Europe ETF,58.3693,58369416.7386,,,,,https://www.nasdaq.com/symbol/rfeu,NASDAQ,
FID,First Trust S&P International Dividend Aristocrats ETF,16.6768,13341473.3536,,,,,https://www.nasdaq.com/symbol/fid,NASDAQ,0001687081
FTSL,First Trust Senior Loan Fund ETF,47.5,1626875095,,,,,https://www.nasdaq.com/symbol/ftsl,NASDAQ,
FYX,First Trust Small Cap Core AlphaDEX Fund,59.34,584499118.68,,,,,https://www.nasdaq.com/symbol/fyx,NASDAQ,
FYC,First Trust Small Cap Growth AlphaDEX Fund,44.46,282321088.92,,,,,https://www.nasdaq.com/symbol/fyc,NASDAQ,
RNSC,First Trust Small Cap US Equity Select ETF,20.42,6126040.84,,,,,https://www.nasdaq.com/symbol/rnsc,NASDAQ,
FYT,First Trust Small Cap Value AlphaDEX Fund,33.6023,58804092.2046,,,,,https://www.nasdaq.com/symbol/fyt,NASDAQ,
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,19.5167,4879214.0334,,,,,https://www.nasdaq.com/symbol/sdvy,NASDAQ,
FKO,First Trust South Korea AlphaDEX Fund,20.6418,2064221.2836,,,,,https://www.nasdaq.com/symbol/fko,NASDAQ,
FCVT,First Trust SSI Strategic Convertible Securities ETF,30.3,186345060.6,,,,,https://www.nasdaq.com/symbol/fcvt,NASDAQ,
FDIV,First Trust Strategic Income ETF,49.6032,84325539.2064,,,,,https://www.nasdaq.com/symbol/fdiv,NASDAQ,
FSZ,First Trust Switzerland AlphaDEX Fund,49.21,162393098.42,,,,,https://www.nasdaq.com/symbol/fsz,NASDAQ,
FIXD,First Trust TCW Opportunistic Fixed Income ETF,50.88,531696101.76,,,,,https://www.nasdaq.com/symbol/fixd,NASDAQ,
TUSA,First Trust Total US Market AlphaDEX ETF,32.35,16175064.7,,,,,https://www.nasdaq.com/symbol/tusa,NASDAQ,
FKU,First Trust United Kingdom AlphaDEX Fund,35.53,10659071.06,,,,,https://www.nasdaq.com/symbol/fku,NASDAQ,
RNDV,First Trust US Equity Dividend Select ETF,21.1788,5294742.3576,,,,,https://www.nasdaq.com/symbol/rndv,NASDAQ,
FUNC,First United Corporation,18.16,128736003.92,,,Finance,Major Banks,https://www.nasdaq.com/symbol/func,NASDAQ,0000763907
FUSB,"First US Bancshares, Inc.",9.9,62405461.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fusb,NASDAQ,0000717806
MYFW,"First Western Financial, Inc.",13.08,104428967.28,,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/myfw,NASDAQ,0001327607
FCFS,"FirstCash, Inc.",95.34,4111821613.2,,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs,NASDAQ,0000840489
SVVC,"Firsthand Technology Value Fund, Inc.",10.4,75670774.4,,,,,https://www.nasdaq.com/symbol/svvc,NASDAQ,0001495584
FSV,FirstService Corporation,94.58,3566409682.54,,,Finance,Real Estate,https://www.nasdaq.com/symbol/fsv,NASDAQ,0001637810
FISV,"Fiserv, Inc.",86.9,34103021922.2,,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv,NASDAQ,0000798354
FIVE,"Five Below, Inc.",132.1,7389413630.9,,2012,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five,NASDAQ,0001177609
FPRX,"Five Prime Therapeutics, Inc.",9.05,326366330.9,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fprx,NASDAQ,0001175505
FVE,Five Star Senior Living Inc.,0.565,28726313.08,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/fve,NASDAQ,0001159281
FIVN,"Five9, Inc.",50.63,3021438915.5,,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/fivn,NASDAQ,0001288847
FLEX,Flex Ltd.,9.27,4765055337.54,,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex,NASDAQ,0000866374
FLKS,"Flex Pharma, Inc.",0.4227,7637967.5052,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flks,NASDAQ,0001615219
FLXN,"Flexion Therapeutics, Inc.",12.74,484026118.94,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flxn,NASDAQ,0001419600
